population_size,generations,final_hypervolume_mean,final_hypervolume_std,execution_time_mean,convergence_generation_mean
100,100,1.1474161838938466,0.037036982691713585,12.952075123786926,11.0
50,100,1.1125263963355447,0.014624017895851762,9.549319624900818,11.0
100,50,1.0961756696459477,0.014411425702510357,6.555850267410278,11.0
50,50,1.053717158411403,0.046919131606765474,4.902324438095093,11.0
